% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	4	4	3	216	345759	214	342647	0.003	0	0.003	0.003	1601.15	130.563	1556	1980	
0	0.25	1	5	1	3	8	12453	8	12453	0.0065	0.00374166	0.003	0.01	1556.62	1822.57	165	4395	
0	0.25	2	9	1	3	224	354776	222	351664	0.00312613	0.000933219	0.003	0.01	1584.07	356.376	165	4395	
0	0.25	3	12	1	3	8	12453	8	12453	0.0065	0.00374166	0.003	0.01	1556.62	1822.57	165	4395	
0	0.25	3	15	5	3	216	347248	214	344136	0.003	0	0.003	0.003	1608.11	244.339	1556	2769	
0	0.25	4	17	3	3	216	347248	214	344136	0.003	0	0.003	0.003	1608.11	244.339	1556	2769	
0	0.25	4	18	1	3	9	14011	9	14011	0.00611111	0.00368932	0.003	0.01	1556.78	1852.12	165	4395	
0.25	0.5	1	4	4	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.25	0.5	2	9	1	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.25	0.5	3	15	5	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.25	0.5	4	17	3	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.5	0.75	1	4	4	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.5	0.75	2	9	1	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.5	0.75	3	15	5	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.5	0.75	4	17	3	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.75	1	1	4	4	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.75	1	2	9	1	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.75	1	3	15	5	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.75	1	4	17	3	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	1	1	3	3	7	10271	7	10271	0.003	0	0.003	0.003	1467.29	157.989	1109	1527	
1	1.25	1	2	2	3	11	10275	11	10275	0.003	0	0.003	0.003	934.091	116.513	670	1191	
1	1.25	1	3	5	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	305.37	1088	1836	
1	1.25	1	4	4	3	21	32676	23	35788	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	1	5	1	3	9	10274	9	10274	0.003	0	0.003	0.003	1141.56	148.333	746	1191	
1	1.25	2	6	5	3	13	10282	13	10282	0.003	0	0.003	0.003	790.923	173.344	214	839	
1	1.25	2	7	3	3	7	10271	7	10271	0.003	0	0.003	0.003	1467.29	157.989	1109	1527	
1	1.25	2	8	2	3	9	10274	9	10274	0.003	0	0.003	0.003	1141.56	148.333	746	1191	
1	1.25	2	9	1	3	21	32676	23	35788	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	2	10	4	3	7	10271	7	10271	0.003	0	0.003	0.003	1467.29	157.989	1109	1527	
1	1.25	3	11	2	3	13	10282	13	10282	0.003	0	0.003	0.003	790.923	173.344	214	839	
1	1.25	3	12	1	3	20	10296	20	10296	0.003	0	0.003	0.003	514.8	150.751	419	839	
1	1.25	3	13	4	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	658.096	368	1980	
1	1.25	3	14	3	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	658.096	368	1980	
1	1.25	3	15	5	3	21	32676	23	35788	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	4	16	2	3	7	10271	7	10271	0.003	0	0.003	0.003	1467.29	157.989	1109	1527	
1	1.25	4	17	3	3	21	32676	23	35788	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	4	18	1	3	5	10266	5	10266	0.003	0	0.003	0.003	2053.2	741.927	726	2385	
1	1.25	4	19	5	3	11	10276	11	10276	0.003	0	0.003	0.003	934.182	2.08893	928	935	
1	1.25	4	20	4	3	9	10274	9	10274	0.00455555	0.00308671	0.003	0.01	1141.56	1250.76	6	4395	
